filename,answer,level,trick,generated,note,prompt
dog_709_zabuton_curl,dog,5,2,0,,"a small brown dog curled up on a brown zabuton cushion, overhead view, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
not_710_rolled_zabuton,not,5,2,0,,"a brown zabuton cushion rolled up on a tatami floor, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
dog_710_park_tiny,dog,5,3,0,加工：犬が画面の5%になるまで引く,"a wide shot of a park with a tiny dog far in the distance, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
not_711_park_empty,not,5,1,0,,"a wide shot of an empty park, no animals, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
dog_711_frenchie_nose_only,dog,5,3,0,,"extreme close up of a french bulldog's flat black nose and wrinkles, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
not_712_buttons_and_rubber,not,5,3,0,,"two black buttons and a black rubber nose piece on brown felt, close up, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
not_713_bigeye_plush,not,5,3,0,,"extreme close up of a plush toy's big glass eye, brown fabric around it, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
dog_801_papillon_side,dog,4,3,0,,"a red and white papillon dog sitting in profile, pointed muzzle, large fringed ears, autumn grass, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
dog_802_papillon_grass,dog,4,3,0,,"a sable papillon dog standing alert in tall dry grass, ears up, looking sideways, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
dog_803_papillon_snow,dog,4,3,0,,"a papillon dog with a white blaze sitting in snow, ears up, distant expression, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
dog_804_papillon_curled,dog,4,3,0,,"a papillon dog curled up sleeping with its fluffy tail over its nose, on dry leaves, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
dog_805_chihuahua_fawn,dog,4,3,0,,"a fawn long-haired chihuahua sitting on dry grass, large ears up, pointed face, looking sideways, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
dog_806_chihuahua_alert,dog,4,3,0,,"a light brown smooth-coat chihuahua standing alert in a field, big ears, narrow muzzle, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
dog_807_chihuahua_curled,dog,4,3,0,,"a fawn chihuahua curled into a tight ball sleeping on dry leaves, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
dog_808_chihuahua_snow,dog,4,3,0,,"a cream chihuahua sitting in snow, ears up, thin face, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
dog_809_papillon_ears_back,dog,4,3,0,,"a papillon dog viewed from behind, large ears silhouetted, sitting in grass, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
dog_810_chihuahua_face_close,dog,4,3,0,,"close up of a fawn chihuahua's face, large dark eyes, pointed muzzle, ears up, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
not_801_fox_sitting,not,4,3,0,,"a red fox sitting in profile in autumn grass, ears up, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
not_802_fox_grass,not,4,3,0,,"a red fox standing alert in tall dry grass, looking sideways, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
not_803_fox_snow,not,4,3,0,,"a red fox sitting in snow, ears up, distant expression, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
not_804_fox_curled,not,4,3,0,,"a red fox curled up sleeping with its tail over its nose, on dry leaves, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
not_805_fennec,not,4,3,0,,"a fennec fox sitting on sand, huge ears, small pointed face, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
not_806_fox_kit,not,4,3,0,,"a small red fox kit sitting on grass, big ears, looking at camera, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
not_807_fox_curled_tight,not,4,3,0,,"a small fox curled into a tight ball sleeping on dry leaves, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
not_808_arctic_fox_cream,not,4,3,0,,"a cream-colored arctic fox in summer coat sitting in snow, ears up, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
not_809_fox_from_behind,not,4,3,0,,"a red fox viewed from behind, ears silhouetted, sitting in grass, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
not_810_fox_face_close,not,4,3,0,,"close up of a red fox's face, large dark eyes, pointed muzzle, ears up, square composition, centered subject, natural light, simple plain background, photo --ar 1:1 --style raw"
